sample-id,bio_or_control,category_broad,category_specific,bird_id,bird_sex,bird_age,capture_date,num_mites_feather,num_mites_total,mite_sp_fm,shannon_500,faith_pd_500,observed_features_500,chao_500,braycurtis_pc1_500,braycurtis_pc2_500,braycurtis_pc3_500,jaccard_pc1_500,jaccard_pc2_500,jaccard_pc3_500,unweightedunifrac_pc1_500,unweightedunifrac_pc2_500,unweightedunifrac_pc3_500,weightedunifrac_pc1_500,weightedunifrac_pc2_500,weightedunifrac_pc3_500,rpca_pc1_500,rpca_pc2_500,rpca_pc3_500,shannon_1451,faith_pd_1451,observed_features_1451,braycurtis_pc1_1451,braycurtis_pc2_1451,braycurtis_pc3_1451,jaccard_pc1_1451,jaccard_pc2_1451,jaccard_pc3_1451,unweightedunifrac_pc1_1451,unweightedunifrac_pc2_1451,unweightedunifrac_pc3_1451,weightedunifrac_pc1_1451,weightedunifrac_pc2_1451,weightedunifrac_pc3_1451
PM27,biological,mites,mites,Grayson,Male,SY,05/14/21,7,182,Proctophyllodes,1.21324995217046,5.74144548104186,32,32,-0.073240289473421,-0.087203956621235,-0.080849791486113,0.149331786683963,0.005962359320856,0.166310346238301,0.072766105025595,0.052149063069555,-0.098810317591869,0.191549094746649,0.028136771196263,-0.00596113211908,0.160490331856736,0.268938311508924,-0.002488759816588,1.214761684717,5.376047989,30,-0.138263456,-0.064074246,0.207057268,0.14533055,0.026567087,-0.200735477,0.080789642,0.115224454,-0.144888579,0.185650528,0.000689904,0.008166985
PF27,biological,feather,feather,Grayson,Male,SY,05/14/21,7,182,Proctophyllodes,3.96539798846588,20.1920348123587,244,244,-0.232797908463814,-0.057511085699294,0.145323621050552,-0.188603098613925,0.010123146353683,-0.028987905051143,-0.333028977317723,-0.090384612475816,0.003500890346862,-0.134951266027262,-0.235130680533513,-0.017932902524866,0.288064272916961,0.3119211715376,0.019242831979472,3.77330521504442,13.24744835,151,-0.290012461,-0.144294126,-0.114979019,-0.180930191,0.015698846,0.001512814,-0.320813147,-0.105718178,0.044974371,-0.176523905,0.22779785,-0.00368682
PM28,biological,mites,mites,Matt Foley,Male,SY,05/14/21,12,70,Amerodectes,4.74276581573557,7.73441266845724,48,48,0.157080681227273,0.144294025465052,0.030417584601564,0.081969568528024,-0.16819288219713,0.021365528111507,0.143436922669582,0.359846585987063,0.035248631295449,-0.054581065285052,0.21821720177714,-0.041044614499231,-0.129045689716071,0.039049073832583,-0.107605830331075,4.67634215455815,7.563401593,45,0.139711697,-0.013209535,0.025941444,0.077508362,-0.156310542,-0.068394729,0.144726669,0.381563492,0.039580315,-0.017103731,-0.209957044,0.039922332
PF28,biological,feather,feather,Matt Foley,Male,SY,05/14/21,12,70,Amerodectes,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PM29,biological,mites,mites,Kayce,Female,ASY,05/13/21,1,24,Proctophyllodes,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PF29,biological,feather,feather,Kayce,Female,ASY,05/13/21,1,24,Proctophyllodes,5.98750478269251,12.2890833291968,134,134,-0.298158193730555,-0.010083136935571,0.114704287953927,-0.162342901043428,-0.088447033885684,-0.042584738915712,-0.213554931544205,-0.09159623164724,0.019943311876397,-0.130230242717186,-0.082126208092461,-0.128748771126385,0.240239504175038,0.161224831464581,-0.150464341214874,5.90458310780343,11.18997022,119,-0.329457999,-0.161563935,-0.179138202,-0.16640573,-0.109152195,-0.014170458,-0.21373727,-0.075238611,0.047043818,-0.152177619,0.069063487,0.11168077
PM30,biological,mites,mites,Trisha,Female,SY,05/14/21,135,397,Amerodectes,3.21597337959489,3.2153628940941,21,21,-0.158350737056283,0.302044175578164,-0.232242820564167,0.159821455296854,-0.010276204814304,-0.009547055148495,0.285406195414378,-0.078134112019333,-0.029271414265241,0.065523603645153,0.021406702363212,-0.120524494200022,-0.114166806126409,-0.043277163974368,-0.213432877293848,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PF30,biological,feather,feather,Trisha,Female,SY,05/14/21,135,397,Amerodectes,5.57611768198428,9.2515241180864,70,70,-0.245608093360301,0.10721332722135,-0.240151345609479,-0.045379447263802,-0.05110142629269,-0.178903917177837,-0.003787135201056,0.200266383881423,0.249933332391605,-0.097445535441654,-0.005767696966619,-0.15953179256506,-0.085295121829134,0.00072538572223,-0.278754450463291,5.56700482155985,9.251524118,70,-0.202220968,-0.178562898,0.20156753,-0.063026212,-0.057261277,0.177487044,-0.028126493,0.177842755,0.29459913,-0.10035321,0.000536887,0.1648092
KITB02,control,control,kit_control,kit_control,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AKC04,control,control,area_control,area_control,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
WASH26,control,control,wash_control,wash_control,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PCR1Blank1,control,control,pcr_control,pcr_control,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PCR1Blank2,control,control,pcr_control,pcr_control,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
